BGGId,Name,Description,YearPublished,GameWeight,AvgRating,BayesAvgRating,StdDev,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,Kickstarted,ImagePath,Rank:boardgame,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
1353,Time's Up!,time charadesbase party game team player good team game begin player look card feature famous historical fictional character choose player card shuffle form deck deck famous name game roundsin round team member turn try teammate guess name possible   second round   kind clue allow cluegiver pass card round   word clue unlimited sound gesture permit cluegiver pass card like teammate single answer round   cluegiver use word pass like teammate allow single guess good physical clue round   ll pay dividend road need mouth shut gesture like maniac time uptime base public domain game know celebrity   know salad bowl fish bowl,1999,1.205,7.28948,6.84749,1.61549,4,18,12,43.73913043,0,https://cf.geekdo-images.com/eXgj9wE-fRfd4ZfW6PcjIw__original/img/0MM3j-vUQmrabkHVSC0m49cH4TQ=/0x0/filters:format(jpeg)/pic3690440.jpg,550,21926,21926,21926,21926,21926,21926,25,21926,0,0,0,0,0,0,1,0
1354,Zaubercocktail,player wizard collect set ingredient round good collection round earn point player forward magic lightning card turn game end high score winsshuffle ingredient   deal   player round player receive   additional cardsonce player sort card dealer turn recipe card point good collection receive round immediately chaos round beginsplayer simultaneously try trade ingredient set player trade honestly examplesquoti want   blue schlumse offer faranblattquotquoti weissbeere need silbergrass itquotquotill sell soul gold rise wantquotmost card different color actually english speaker need employ foreign word,2001,1.625,5.59897,5.50449,1.42164,4,7,,21,0,https://cf.geekdo-images.com/_QZcl3FOWu5-dwF9PLoAig__original/img/qtOgv7nX1NToQ4tESqUPtipz64Y=/0x0/filters:format(png)/pic5346976.png,17213,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1355,Willy Waschbär,rulestxtalthough raccoon usually cute adorable downright nasty raccoon discover glade fruit berry immediately start fence loot shove grab stuff person collect food game end win,2001,1.6667,6.02,5.51292,1.16538,2,4,5,,0,https://cf.geekdo-images.com/BgQhEfOgqIPy6soZi_cHdQ__original/img/iKjbtIZPPRO05DbTU0_dUayr754=/0x0/filters:format(jpeg)/pic279765.jpg,15764,21926,21926,21926,21926,21926,21926,21926,279,0,0,0,0,0,0,0,1
1356,Hexen Rennen,player race team   witch try run random obstacle course randomly game   cardboard disk hand card board witch problem board disk start face leader rougher time,2001,1.3571,6.2787,5.57937,1.36619,2,4,7,416,0,https://cf.geekdo-images.com/_tbSqcP2lBkPUwsIwn_jYA__original/img/jccTC4QlNFjyBsiE8kSA0xmNXCc=/0x0/filters:format(jpeg)/pic725204.jpg,8361,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1358,Field Command,field command player control army   unit comprise artillery cavalry infantry general guerilla   cavalry infantry divide   rank denote triangle circle square battlefield x grid contain forest plain   level elevation player   unit turn movement simultaneous battle resolve rockpaperscissor system modify rank terrain   goal game remove player general battlefield,1991,2.3846,7.05405,5.62549,1.60535,2,2,12,426,0,https://cf.geekdo-images.com/zushNc6obvvxuE0pcVAvJg__original/img/vhqlcFmc5dI_GlPsrBL2JTvM0YA=/0x0/filters:format(jpeg)/pic16838.jpg,6515,21926,21926,21926,21926,21926,1102,21926,21926,0,0,1,0,0,0,0,0
1362,Wit's End,wit end player start outer ring square gameboard goal reach center square   roll die move track answer question   question analogy slogan definition   wild card influence outcome game   player land certain square right answer wrong answer demote player low ring   reach center win,1995,1.9167,5.04036,5.42765,1.73929,2,6,14,45,0,https://cf.geekdo-images.com/LwM4l_tjdDS7tLHvxC-BfQ__original/img/T1bZTPN0jS0mVNMg5e1s4DCjz2E=/0x0/filters:format(jpeg)/pic102374.jpg,21284,21926,21926,2231,21926,21926,21926,595,21926,0,0,0,1,0,0,1,0
1364,Pillage & Plunder,take wwwevidcom evidence interactive website pillage amp plunder piratethemed strategy card game feature   fullcolor high quality playing card original artwork artist josh fisherin pillage amp plunder role pirate captain sail dangerous sea rival pirate heavyladen merchant ship piratehunte naval vessel force natural supernaturaldure adventure buy ship outfit officer crewman cargo supply engage cunning pirate attack merchant vessel pirate embark treasure hunt engage commercial tradeyour objective pirate game amass   piece eliminate player game pirate wealth card exhaust,2000,2.2857,6.2837,5.52277,1.61798,2,6,,,0,https://cf.geekdo-images.com/zfdVu7o40_eOfuzIkFhfIg__original/img/TKJRvsO-ssEGIfiVdKkpmAVj0hs=/0x0/filters:format(jpeg)/pic79473.jpg,14058,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1365,Olix,olix player abstract strategy gameeach player place piece board turn place piece move capture board simple     square gridthe player attempt form large formation different type     o   rectangle occupy exterior space rectangle mean hole fill friendly oppose piece     l   l shape formation horizontal vertical   diagonal leg have   space       horizontal vertical line space space long     x   diagonal line space longadjacent board scoreboard show low possible value formation     o          l                    x       player large o l x mark value scoreboard player tie large formation type mark score scoreboardthe game end player automatic win concede high scoring formation board   point simply wo nt room high scoring formation place winner player form formation large scoreboard handle automatic win end game player win scoring column opponent win tie break player furth advanced scoring markeroriginally publish spielbox magazine,1994,2.1429,6.08293,5.51426,1.32682,2,2,8,11,0,https://cf.geekdo-images.com/2xVOSUBfWrhJKEMSpMWAHg__original/img/KttqNNmewtwu1g3cXJ2l_g4ZSLU=/0x0/filters:format(jpeg)/pic22676.jpg,15517,21926,700,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
1367,Grand National Derby,precursor titan arena later know colossal arena galaxy dark agesthe theme horse race steeplechase   round represent fence horse jumpplayer bet place speed card horse   horse speed card low speed card eliminate   horse leave happen   round player pay bet survive horse   early bet worth morethe game case essentially similar titan arena   special power special card   deck go      secret bet   player game player get   bet   tie low card round end tie horse furth left eliminate   play continue titan arena gtda,1996,1.7143,6.4279,5.55345,1.28343,2,5,8,21,0,https://cf.geekdo-images.com/JEdkAcnVn-YuFiAC5figBQ__original/img/9wEIRwEMl_2BEoqDMGp5QvTLOgg=/0x0/filters:format(png)/pic5302134.png,10056,2112,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
1368,Tuf,tuf dice game try build valid mathematical equation   play different level player different educational level   parenthese decimal power percentage logarithm complex number gulp etc   notthe basic idea roll cube number mathematical function   number combine form multiple digit number   player race form valid equation cube   call quottufquot start   minute timer   player form equation cube start   minute timer call quottufferquot   equation call quottuffestquot quotmore tuffestquot etc start   minute timer   timer run player score good valid equation player make tuff score double,1967,1.8333,5.362,5.49372,1.76158,1,4,9,,0,https://cf.geekdo-images.com/6MZLmDhTqdSpHo68EQ8bZQ__original/img/09tXF0H06sS3WReUAiKVsBGvics=/0x0/filters:format(jpeg)/pic1111169.jpg,18727,21926,958,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
1370,The Classic Dungeon,revise version tsr classic board game dungeon   version large playing board update rule   notably new character class add combat system revise bit forgiving player   ability ambush heal cooperate trade player addedreimplement     dungeon,1992,1.425,6.08286,5.58829,1.52766,1,6,7.25,1.166666667,0,https://cf.geekdo-images.com/m9VwLY1J6gX_zI4GISJK-A__original/img/3f0Q4DyB41pxMiKLLUQvFMwkkeQ=/0x0/filters:format(jpeg)/pic326973.jpg,7918,21926,21926,1800,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
1371,Mustangs,game dogfight fighter ww abstracted simplified method quotsimulatequot fly   game play number impulse fast plane get   maneuver impulse complete mark maneuver marker hex show plane final position   object simply shoot player shoot downthe basic game relatively simple pay attention realism eg unique system simulate different maneuver   attempt additional rule attempt add sense quotrealismquot add complexity   ammo fuel limit critical hit pilot quality spot multiple plane etcinclude   countersexpande      mustang expansion module,1991,2.2759,6.55039,5.63298,1.35012,2,4,12,442.3333333,0,https://cf.geekdo-images.com/prWCSzbjV4GmDdyR0QeY0g__original/img/_V1vn4Egsxjeq7pJ6wowLWkY8rQ=/0x0/filters:format(jpeg)/pic806422.jpg,6341,21926,21926,21926,21926,21926,1079,21926,21926,0,0,1,0,0,0,0,0
1372,Rise of the Luftwaffe,quotrise luftwaffequot flame series card wargame simulate world war   air combat player hand maneuver card use improve position relative enemy plane fire enemy opponent allow counter maneuver play card original player counter etc player play card determine original action occur noteach plane rate horsepower indicate card draw performance card hold burst value fire card play etc number card hand abstractly represent momentum aircrafta dogfight last mere   turn   minute play campaign game represent number interconnect mission operation player campaign   hour,1993,2.1406,7.05315,5.86023,1.42915,2,8,13,498,0,https://cf.geekdo-images.com/Wdcb2K-r4NAqpZqGYnzP3A__original/img/xke5aFbsdRLdIKo_mDHOV6-4kyI=/0x0/filters:format(jpeg)/pic1521621.jpg,3345,21926,21926,21926,21926,21926,375,21926,21926,0,0,1,0,0,0,0,0
1373,Midway,similar guadalcanalthe basic idea player map area case midway island screen   player quotsearchesquot enemy fleet fly search plane hex call hex number   find bomber send sink enemy fleet   actual attack fight separate battle board ship place hex attack plane place hex indicate ship attackingthe basic game simple   additional rule add realism complexity   cap fighter surface action basis inaccurate search report etcthe game superior neutral referee true double blind play counter   blank,1991,2.3333,6.3482,5.57446,1.30148,2,2,12,,0,https://cf.geekdo-images.com/cDX4-8F3F74RuDFrqvqYdg__original/img/8U3Qatypc4JSdYd0SS1_XNFCJ4Y=/0x0/filters:format(jpeg)/pic580069.jpg,8651,21926,21926,21926,21926,21926,1621,21926,21926,0,0,1,0,0,0,0,0
1375,Guadalcanal,similar midwaythe basic idea player map area case solomon island screen   player quotsearchesquot enemy fleet fly search plane hex call hex number   find bomber send sink enemy fleet   actual attack fight separate battle board ship place hex attack plane place hex indicate ship attackingthe basic game simple   additional rule add realism complexity cap fighter surface action basis inaccurate seach report etcthe game superior neutral referee true doubleblind playnote box say   counter    blank,1992,2.6,6.50151,5.57368,1.33987,2,2,14,,0,https://cf.geekdo-images.com/sDEEP-cxBFJn1CSZWEhSPw__original/img/0dlm8lOLuRycl2kz8-VQk_t_o2M=/0x0/filters:format(jpeg)/pic815971.jpg,8702,21926,21926,21926,21926,21926,1563,21926,21926,0,0,1,0,0,0,0,0
1376,Serengeti,player compete auction purchase african art local currency quothongoquot innovative bid mechanism player bid number one digit match number card previously win   innovative payout mechanic player own card number match one digit bid stand gain share bidthe don version game gangster theme player bid control district chicago,2001,1.6614,6.18441,5.76391,1.23353,3,6,10.66666667,496,0,https://cf.geekdo-images.com/0BebXpbSSvQ6BEd-1KDh_g__original/img/gDgeq2nI0T76_HDUUCnWlJbCJWA=/0x0/filters:format(jpeg)/pic202004.jpg,4192,21926,21926,1152,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
1377,Danger,danger player draw number colored card try collect point possible color round exceed limit   pointson turn player draw card deck place row card color card multicolor player choose row play card lay second card round player option secure row end turn secure row player low total color compare player player secure row turn card row ordm player secure row turnif player exceed total   point row row block worth   point player turn card facedownif player draw colored card row secure block discard card player turn order option take discard card instead draw randomly deckonce fourth row player secure block round end immediately few point color block row worth   point score color player score point equal number show color row player row continue play card remain deck complete round player high total score win,2001,1.1429,4.40783,5.42977,1.77916,3,5,8,16,0,https://cf.geekdo-images.com/WmNl9dKbxt0g7H68s1PNLg__original/img/Vd5YXPZP4n7mGbBzVXCQIDAhKBg=/0x0/filters:format(jpeg)/pic283232.jpg,21265,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1378,Odysseus,player slip role greek god different divine power   compete odysseus ship different adventure depict secret task card   player score   point complete adventure win,2001,1.9,5.71818,5.52387,1.34328,3,6,,446,0,https://cf.geekdo-images.com/l7JJX-qTo6X4O568T2jnrg__original/img/X9heqo7t4wwsuuFXF2SSyO_WR50=/0x0/filters:format(jpeg)/pic189753.jpg,13854,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
1379,Ebbe & Flut,card game player build cascade move card playfield order card reach final destination opposite corner,2000,1.9091,6.47617,5.73774,1.32002,1,2,8.4,491,0,https://cf.geekdo-images.com/ZkJfEGZbXawDlGehudtxhw__original/img/J8pRsAzh9RpcPMGurmun5vXzqU4=/0x0/filters:format(jpeg)/pic249347.jpg,4496,21926,208,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
1380,Jockey,carddriven horse race game player secretly bet winner secondplace horse double horse move player card allow specific movement horse number space rest card horse certain position race card played release otto maier verlag reportedly   rerelease berliner spielkarten component graphic change early ravensburger edition metal horse andor feel quotboardsquot reportedly rule remain unchanged jockey originally publish ravensburger casino series jockey publish compilation bertelsmann buchclub   jockey   grand prixalso exist extra italian version corsa tris,1973,1.4839,6.32402,5.63107,1.38742,2,6,8,21,0,https://cf.geekdo-images.com/fXJvdk_ksjxD-FzH4adf1A__original/img/D0iO9J3ueiHeBh0XSCD0jACj0Js=/0x0/filters:format(jpeg)/pic1249414.jpg,6390,1881,21926,1484,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
